#country_id1,country_id2
1,49
1,50
1,2
1,4
1,3
1,44
1,46
2,12
3,4
3,43
3,48
3,5
3,6
3,10
5,6
6,10
6,8
6,7
7,47
7,8
7,9
8,10
8,9
9,18
9,10
10,11
11,17
11,12
12,15
12,13
13,14
13,51
14,25
14,16
14,15
15,26
15,29
15,16
16,25
16,26
17,19
17,30
18,20
18,19
18,44
18,46
18,37
18,54
19,20
20,23
21,32
21,23
22,23
22,28
22,27
23,39
23,27
24,25
25,31
25,26
25,52
26,31
26,27
27,28
28,29
29,30
31,40
31,59
32,34
33,34
34,35
35,36
36,38
36,37
37,38
37,54
38,39
39,40
40,41
40,62
41,53
42,44
43,44
43,48
44,46
45,46
46,47
46,48
49,52
49,50
50,51
53,56
54,55
55,56
56,57
57,58
59,60
60,63
60,61
61,63
62,63
63,64
