#country_id1,country_id2
1,39
1,74
1,73
1,38
1,69
1,71
2,59
2,8
2,51
2,77
2,60
2,80
3,18
3,58
3,71
3,63
3,23
3,42
4,5
4,6
4,83
4,13
4,84
4,26
5,38
5,73
5,26
6,83
6,96
7,43
7,42
7,26
7,84
7,30
7,48
8,55
8,51
9,31
9,11
9,66
10,51
10,52
10,21
10,89
10,77
11,81
11,34
11,66
11,31
12,15
12,48
12,30
12,34
12,81
12,82
12,46
13,20
13,30
13,84
13,83
14,50
14,27
14,61
15,63
15,43
15,48
15,46
15,19
16,17
16,79
16,86
16,87
16,24
17,85
17,79
17,33
18,45
18,58
18,23
18,36
18,41
19,87
19,23
19,63
19,46
19,24
20,96
20,83
21,52
21,70
21,39
21,71
21,58
21,89
22,29
22,56
22,35
23,87
23,36
23,63
24,87
24,46
24,47
24,33
25,70
25,90
25,39
26,42
26,38
26,84
27,76
27,95
27,78
27,28
27,61
27,60
28,78
28,91
28,45
28,41
28,72
28,61
29,56
30,48
30,84
30,34
31,65
31,32
31,82
31,81
32,40
32,47
32,82
32,65
32,64
33,47
33,40
34,81
35,50
35,53
35,44
35,56
36,37
36,41
36,87
36,86
37,72
37,41
37,86
37,49
38,73
38,42
38,69
39,71
39,70
40,47
40,64
41,45
41,72
42,69
42,43
42,63
42,71
43,48
43,63
44,56
44,49
44,85
45,91
45,77
45,89
45,58
46,82
46,47
47,82
49,53
49,72
49,86
49,79
49,85
50,61
50,53
51,55
51,52
51,77
52,55
52,88
52,70
53,61
53,72
54,55
54,57
54,67
54,88
55,88
57,67
58,89
58,71
59,80
59,62
60,77
60,95
60,76
60,80
61,72
62,80
64,65
67,68
68,88
68,90
69,71
70,88
70,90
73,74
75,92
75,93
75,94
76,80
77,89
77,91
77,94
77,93
77,95
78,95
78,92
78,91
79,86
79,85
81,82
83,84
83,96
86,87
88,90
91,92
91,94
92,94
92,93
92,95
93,95
93,94
