#country_id1,country_id2
1,2
1,4
1,38
2,4
2,5
2,3
3,6
3,14
4,5
4,7
5,6
5,7
5,8
6,8
7,8
7,9
7,45
8,9
8,49
9,10
10,11
10,12
10,47
11,12
11,13
12,13
12,21
12,50
12,51
14,17
14,15
15,16
15,18
15,17
16,28
16,30
16,31
16,18
16,20
17,18
17,19
17,48
18,19
18,20
19,20
19,21
20,21
20,22
20,31
21,22
21,23
21,24
21,52
22,24
22,31
23,24
23,25
24,25
24,26
25,26
26,54
27,28
27,29
27,34
27,35
27,36
28,29
28,30
29,30
29,32
29,33
29,36
29,44
30,31
30,32
31,32
32,33
32,53
33,39
34,35
34,38
35,36
35,38
36,37
36,38
37,38
37,44
39,41
39,40
39,43
40,41
40,42
41,42
41,55
43,44
44,47
45,46
46,47
48,49
49,50
51,52
53,54
54,55
